document_modified,term_localName,term_isDefinedBy,term_created,term_modified,term_deprecated,replaces_term,replaces1_term,replaces2_term,label,rdfs_comment,dcterms_description,examples,Type,tdwgutility_abcdEquivalence,tdwgutility_organizedInClass,tdwgutility_decision,tdwgutility_usageScope
2017-09-23T06:53:00-05:00,DWC:SampleAttributeValue,http://rs.tdwg.org/dwc/terms/,2008-11-19,2009-04-29,True,,,,Sample Attribute Value,The value of the measurement or characteristic of the sample.,"Example: ""45""",,owl:ObjectProperty,DataSets/DataSet/Units/Unit/MeasurementsOrFacts/MeasurementOrFact/MeasurementOrFactAtomised/LowerValue or DataSets/DataSet/Units/Unit/MeasurementsOrFacts/MeasurementOrFact/MeasurementOrFactAtomised/UpperValue,http://rs.tdwg.org/dwc/terms/SampleAttribute,,
2017-09-23T06:53:00-05:00,DWC:SampleRemarks,http://rs.tdwg.org/dwc/terms/,2009-01-18,2009-04-29,True,http://rs.tdwg.org/dwc/dwcore/Remarks,,,Sample Remarks,Comments or notes about the sample or record.,"Example: ""found dead on road""",,owl:ObjectProperty,DataSets/DataSet/Units/Unit/Notes,http://rs.tdwg.org/dwc/terms/Sample,,
2020-07-26T09:45:40-05:00,DWC:sampleSizeUnit,http://rs.tdwg.org/dwc/terms/,2014-12-23,2017-10-06,,,,,Sample Size Unit,"The unit of measurement of the size (time duration, length, area, or volume) of a sample in a sampling event.","A sampleSizeUnit must have a corresponding sampleSizeValue, e.g., `5` for sampleSizeValue with `metre` for sampleSizeUnit.","`minute`, `hour`, `day`, `metre`, `square metre`, `cubic metre`",owl:ObjectProperty,not in ABCD,http://rs.tdwg.org/dwc/terms/Event,http://rs.tdwg.org/dwc/terms/history/decisions/#Decision-2015-03-19_18,simple
2020-07-26T09:45:40-05:00,DWC:sampleSizeValue,http://rs.tdwg.org/dwc/terms/,2014-12-23,2017-10-06,,,,,Sample Size Value,"A numeric value for a measurement of the size (time duration, length, area, or volume) of a sample in a sampling event.",A sampleSizeValue must have a corresponding sampleSizeUnit. ,`5` for sampleSizeValue with `metre` for sampleSizeUnit.,owl:ObjectProperty,not in ABCD,http://rs.tdwg.org/dwc/terms/Event,http://rs.tdwg.org/dwc/terms/history/decisions/#Decision-2015-03-19_18,simple
2017-09-23T06:53:00-05:00,DWC:SamplingAttributeID,http://rs.tdwg.org/dwc/terms/,2008-11-19,2009-04-29,True,,,,Sample Attribute ID,An identifier for the sampling attribute. May be a global unique identifier or an identifier specific to the data set.,,,owl:ObjectProperty,not in ABCD,http://rs.tdwg.org/dwc/terms/SampleAttribute,,
2017-09-23T06:53:00-05:00,DWC:SamplingAttributeType,http://rs.tdwg.org/dwc/terms/,2008-11-19,2009-04-29,True,http://rs.tdwg.org/dwc/terms/EventAttributeType,http://rs.tdwg.org/dwc/terms/SampleAttributeType,,Sample Attribute Type,The nature of the measurement or characteristic of the sample. Recommended best practice is to use a controlled vocabulary.,"Example: ""tail length""",,owl:ObjectProperty,DataSets/DataSet/Units/Unit/MeasurementsOrFacts/MeasurementOrFact/MeasurementOrFactAtomised/Parameter,http://rs.tdwg.org/dwc/terms/SampleAttribute,,
2020-07-26T09:45:40-05:00,DWC:samplingEffort,http://rs.tdwg.org/dwc/terms/,2009-08-24,2017-10-06,,,,,Sampling Effort,The amount of effort expended during an Event.,,"`40 trap-nights`, `10 observer-hours`, `10 km by foot`, `30 km by car`",owl:ObjectProperty,not in ABCD,http://rs.tdwg.org/dwc/terms/Event,,simple
2017-09-23T06:53:00-05:00,DWC:SamplingEvent,http://rs.tdwg.org/dwc/terms/,2008-11-19,2009-04-29,True,,,,Sampling Event,Container class for information about the conditions and methods of acquisition of samples.,,,http://www.w3.org/2000/01/rdf-schema#Class,DataSets/DataSet/Units/Unit/Gathering,,,
2017-09-23T06:53:00-05:00,DWC:SamplingEventAttributes,http://rs.tdwg.org/dwc/terms/,2008-11-19,2009-04-29,True,,,,Sampling Event Attributes,A list (concatenated and separated) of additional measurements or characteristics of the sampling event.,"Example: ""Relative humidity: 28 %; Temperature: 22 C; Sample size: 10 kg""",,owl:ObjectProperty,DataSets/DataSet/Units/Unit/Gathering/SiteMeasurementsOrFacts,http://rs.tdwg.org/dwc/terms/SamplingEvent,,
2017-09-23T06:53:00-05:00,DWC:SamplingEventID,http://rs.tdwg.org/dwc/terms/,2008-11-19,2009-04-29,True,,,,Sampling Event ID,An identifier for the sampling event. May be a global unique identifier or an identifier specific to the data set.,,,owl:ObjectProperty,DataSets/DataSet/Units/Unit/Gathering/Code,http://rs.tdwg.org/dwc/terms/SamplingEvent,,
2017-09-23T06:53:00-05:00,DWC:SamplingEventRemarks,http://rs.tdwg.org/dwc/terms/,2009-01-18,2009-04-29,True,,,,Sampling Event Remarks,Comments or notes about the sampling event.,"Example: ""found dead on road""",,owl:ObjectProperty,not in ABCD,http://rs.tdwg.org/dwc/terms/SamplingEvent,,
2017-09-23T06:53:00-05:00,DWC:SamplingLocation,http://rs.tdwg.org/dwc/terms/,2008-11-19,2009-04-29,True,,,,Sampling Location,Container class for information about the location where a sampling event occurred.,,,http://www.w3.org/2000/01/rdf-schema#Class,DataSets/DataSet/Units/Unit/Gathering/LocalityText,,,
2017-09-23T06:53:00-05:00,DWC:SamplingLocationID,http://rs.tdwg.org/dwc/terms/,2008-11-19,2009-04-29,True,,,,Sampling Location ID,An identifier for the sampling location. May be a global unique identifier or an identifier specific to the data set.,"Example: ""MVZ:LocID:12345""",,owl:ObjectProperty,not in ABCD,http://purl.org/dc/terms/Location,,
2017-09-23T06:53:00-05:00,DWC:SamplingLocationRemarks,http://rs.tdwg.org/dwc/terms/,2009-01-18,2009-04-29,True,,,,Sampling Location Remarks,Comments or notes about the sampling location.,"Example: ""under water since 2005""",,owl:ObjectProperty,DataSets/DataSet/Units/Unit/Gathering/AreaDetail,http://purl.org/dc/terms/Location,,
2021-07-27T08:04:18-05:00,DWC:samplingProtocol,http://rs.tdwg.org/dwc/terms/,2009-04-24,2021-07-15,,http://rs.tdwg.org/dwc/dwcore/CollectingMethod,,,Sampling Protocol,"The names of, references to, or descriptions of the methods or protocols used during an Event.","Recommended best practice is describe an Event with no more than one sampling protocol. In the case of a summary Event with multiple protocols, in which a specific protocol can not be attributed to specific Occurrences, the recommended best practice is to separate the values in a list with space vertical bar space ( | ).","`UV light trap`, `mist net`, `bottom trawl`, `ad hoc observation | point count`, `Penguins from space: faecal stains reveal the location of emperor penguin colonies, https://doi.org/10.1111/j.1466-8238.2009.00467.x`, `Takats et al. 2001. Guidelines for Nocturnal Owl Monitoring in North America. Beaverhill Bird Observatory and Bird Studies Canada, Edmonton, Alberta. 32 pp., http://www.bsc-eoc.org/download/Owl.pdf`",owl:ObjectProperty,DataSets/DataSet/Units/Unit/Gathering/Method,http://rs.tdwg.org/dwc/terms/Event,,simple
2021-07-27T08:04:18-05:00,DWC:scientificName,http://rs.tdwg.org/dwc/terms/,2009-04-24,2021-07-15,,http://rs.tdwg.org/dwc/dwcore/ScientificName,,,Scientific Name,"The full scientific name, with authorship and date information if known. When forming part of an Identification, this should be the name in lowest level taxonomic rank that can be determined. This term should not contain identification qualifications, which should instead be supplied in the IdentificationQualifier term.","This term should not contain identification qualifications, which should instead be supplied in the IdentificationQualifier term. When applied to an Organism or Occurrence, this term should be used to represent the scientific name that was applied to the associated Organism in accordance with the Taxon to which it was or is currently identified.","`Coleoptera` (order). `Vespertilionidae` (family). `Manis` (genus). `Ctenomys sociabilis` (genus + specificEpithet). `Ambystoma tigrinum diaboli` (genus + specificEpithet + infraspecificEpithet). `Roptrocerus typographi (Györfi, 1952)` (genus + specificEpithet + scientificNameAuthorship), `Quercus agrifolia var. oxyadenia (Torr.) J.T. Howell` (genus + specificEpithet + taxonRank + infraspecificEpithet + scientificNameAuthorship).",owl:ObjectProperty,DataSets/DataSet/Units/Unit/Identifications/Identification/TaxonIdentified/ScientificName/FullScientificNameString,http://rs.tdwg.org/dwc/terms/Taxon,,simple
2020-07-26T09:45:40-05:00,DWC:scientificNameAuthorship,http://rs.tdwg.org/dwc/terms/,2009-04-24,2017-10-06,,http://rs.tdwg.org/dwc/dwcore/AuthorYearOfScientificName,,,Scientific Name Authorship,The authorship information for the scientificName formatted according to the conventions of the applicable nomenclaturalCode.,,"`(Torr.) J.T. Howell`, `(Martinovský) Tzvelev`, `(Györfi, 1952)`",owl:ObjectProperty,{DataSets/DataSet/Units/Unit/Identifications/Identification/TaxonIdentified/ScientificName/NameAtomised/Bacterial/ParentheticalAuthorTeamAndYear + DataSets/DataSet/Units/Unit/Identifications/Identification/TaxonIdentified/ScientificName/NameAtomised/Bacterial/AuthorTeamAndYear} or {DataSets/DataSet/Units/Unit/Identifications/Identification/TaxonIdentified/ScientificName/NameAtomised/Botanical/AuthorTeamParenthesis + DataSets/DataSet/Units/Unit/Identifications/Identification/TaxonIdentified/ScientificName/NameAtomised/Botanical/AuthorTeam} or {DataSets/DataSet/Units/Unit/Identifications/Identification/TaxonIdentified/ScientificName/NameAtomised/Zoological/AuthorTeamOriginalAndYear + [= or] DataSets/DataSet/Units/Unit/Identifications/Identification/TaxonIdentified/ScientificName/NameAtomised/Zoological/AuthorTeamParenthesisAndYear},http://rs.tdwg.org/dwc/terms/Taxon,,simple
2020-07-26T09:45:40-05:00,DWC:scientificNameID,http://rs.tdwg.org/dwc/terms/,2009-07-06,2017-10-06,,http://rs.tdwg.org/dwc/terms/TaxonNameID,,,Scientific Name ID,An identifier for the nomenclatural (not taxonomic) details of a scientific name.,,`urn:lsid:ipni.org:names:37829-1:1.3`,owl:ObjectProperty,not in ABCD,http://rs.tdwg.org/dwc/terms/Taxon,,simple
2017-09-23T06:53:00-05:00,DWC:scientificNameRank,http://rs.tdwg.org/dwc/terms/,2009-07-06,2009-09-21,True,http://rs.tdwg.org/dwc/terms/taxonRank,,,Scientific Name Rank,The taxonomic rank of the most specific name in the scientificName. Recommended best practice is to use a controlled vocabulary.,"Examples: ""subsp."", ""var."", ""forma"", ""species"", ""genus""",,owl:ObjectProperty,DataSets/DataSet/Units/Unit/Identifications/Identification/TaxonIdentified/ScientificName/NameAtomised/Botanical/Rank,http://rs.tdwg.org/dwc/terms/Taxon,,
2020-07-26T09:45:40-05:00,DWC:sex,http://rs.tdwg.org/dwc/terms/,2009-04-24,2017-10-06,,http://rs.tdwg.org/dwc/dwcore/Sex,,,Sex,The sex of the biological individual(s) represented in the Occurrence.,Recommended best practice is to use a controlled vocabulary.,"`female`, `male`, `hermaphrodite`",owl:ObjectProperty,DataSets/DataSet/Units/Unit/Sex,http://rs.tdwg.org/dwc/terms/Occurrence,,simple
2020-07-26T09:45:40-05:00,DWC:specificEpithet,http://rs.tdwg.org/dwc/terms/,2009-04-24,2017-10-06,,http://rs.tdwg.org/dwc/dwcore/SpecificEpithet,,,Specific Epithet,The name of the first or species epithet of the scientificName.,,"`concolor`, `gottschei`",owl:ObjectProperty,{DataSets/DataSet/Units/Unit/Identifications/Identification/TaxonIdentified/ScientificName/NameAtomised/Bacterial/SpeciesEpithet or DataSets/DataSet/Units/Unit/Identifications/Identification/TaxonIdentified/ScientificName/NameAtomised/Botanical/FirstEpithet or DataSets/DataSet/Units/Unit/Identifications/Identification/TaxonIdentified/ScientificName/NameAtomised/Zoological/SpeciesEpithet},http://rs.tdwg.org/dwc/terms/Taxon,,simple
2020-08-20T11:03:29-05:00,DWC:startDayOfYear,http://rs.tdwg.org/dwc/terms/,2009-04-24,2020-08-20,,http://rs.tdwg.org/dwc/dwcore/DayOfYear,,,Start Day Of Year,"The earliest integer day of the year on which the Event occurred (1 for January 1, 365 for December 31, except in a leap year, in which case it is 366).",,"`1` (1 January). `366` (31 December), `365` (30 December in a leap year, 31 December in a non-leap year).",owl:ObjectProperty,DataSets/DataSet/Units/Unit/Gathering/DateTime/DayNumberBegin,http://rs.tdwg.org/dwc/terms/Event,,simple
2017-09-23T06:53:00-05:00,DWC:StartTimeOfDay,http://rs.tdwg.org/dwc/terms/,2008-11-19,2009-04-24,True,http://www.iobis.org/obis/StartTimeOfDay,,,Start Time of Day,"The time of day when the event began, expressed as decimal hours from midnight, local time.","Examples: ""12.0"" (= noon), ""13.5"" (= 1:30pm)",,owl:ObjectProperty,accessible from DataSets/DataSet/Units/Unit/Gathering/ISODateTimeBegin,http://rs.tdwg.org/dwc/terms/Event,,
2020-07-26T09:45:40-05:00,DWC:stateProvince,http://rs.tdwg.org/dwc/terms/,2009-04-24,2017-10-06,,http://rs.tdwg.org/dwc/dwcore/StateProvince,,,State Province,"The name of the next smaller administrative region than country (state, province, canton, department, region, etc.) in which the Location occurs.",Recommended best practice is to use a controlled vocabulary such as the Getty Thesaurus of Geographic Names.,"`Montana`, `Minas Gerais`, `Córdoba`",owl:ObjectProperty,DataSets/DataSet/Units/Unit/Gathering/NamedAreas/NamedArea/AreaName with NamedAreas/NamedArea/AreaClass= State or = Province (etc.),http://purl.org/dc/terms/Location,,simple
2020-07-26T09:45:40-05:00,DWC:subgenus,http://rs.tdwg.org/dwc/terms/,2009-04-24,2017-10-06,,http://www.iobis.org/obis/Subgenus,,,Subgenus,The full scientific name of the subgenus in which the taxon is classified. Values should include the genus to avoid homonym confusion.,,"`Strobus`, `Amerigo`, `Pilosella`",owl:ObjectProperty,DataSets/DataSet/Units/Unit/Identifications/Identification/TaxonIdentified/ScientificName/NameAtomised/Zoological/Subgenus,http://rs.tdwg.org/dwc/terms/Taxon,,simple
2020-07-26T19:35:47-05:00,DWC:Taxon,http://rs.tdwg.org/dwc/terms/,2008-11-19,2018-09-06,,,,,Taxon,A group of organisms (sensu http://purl.obolibrary.org/obo/OBI_0100026) considered by taxonomists to form a homogeneous unit.,,The genus Truncorotaloides as published by Brönnimann et al. in 1953 in the Journal of Paleontology Vol. 27(6) p. 817-820.,http://www.w3.org/2000/01/rdf-schema#Class,no simple equivalent in ABCD,,http://rs.tdwg.org/dwc/terms/history/decisions/#Decision-2014-10-26_15,extension
2017-09-23T06:53:00-05:00,DWC:taxonAccordingTo,http://rs.tdwg.org/dwc/terms/,2009-04-24,2009-09-21,True,,,,Taxon According To,"Information about the authorship of this taxon concept which uses the scientificName in their sense (secundum, sensu). Could be a publication (identification key), institution or team of individuals.",,,owl:ObjectProperty,not in ABCD,http://rs.tdwg.org/dwc/terms/Taxon,,
2017-09-23T06:53:00-05:00,DWC:taxonAttributes,http://rs.tdwg.org/dwc/terms/,2009-04-24,2009-10-09,True,,,,Taxon Attributes,"A list (concatenated and separated) of additional measurements, facts, characteristics, or assertions about the taxon.","Example: ""iucnstatus=vulnerable; distribution=Neuquen, Argentina""",,owl:ObjectProperty,DataSets/DataSet/Units/Unit/Identifications/Identification/Result/TaxonIdentified/InformalNameString,http://rs.tdwg.org/dwc/terms/Taxon,,
2020-07-26T09:45:40-05:00,DWC:taxonConceptID,http://rs.tdwg.org/dwc/terms/,2009-04-24,2017-10-06,,,,,Taxon Concept ID,An identifier for the taxonomic concept to which the record refers - not for the nomenclatural details of a taxon.,,`8fa58e08-08de-4ac1-b69c-1235340b7001`,owl:ObjectProperty,not in ABCD,http://rs.tdwg.org/dwc/terms/Taxon,,simple
2017-09-23T06:53:00-05:00,DWC:TaxonID,http://rs.tdwg.org/dwc/terms/,2008-11-19,2009-04-24,True,,,,Taxon ID,A global unique identifier for the taxon (name in a classification).,,,owl:ObjectProperty,not in ABCD,http://rs.tdwg.org/dwc/terms/Taxon,,
2020-07-26T09:45:41-05:00,DWC:taxonID,http://rs.tdwg.org/dwc/terms/,2009-08-24,2017-10-06,,http://rs.tdwg.org/dwc/terms/scientificNameID,,,Taxon ID,An identifier for the set of taxon information (data associated with the Taxon class). May be a global unique identifier or an identifier specific to the data set.,,"`8fa58e08-08de-4ac1-b69c-1235340b7001`, `32567`, `https://www.gbif.org/species/212`",owl:ObjectProperty,not in ABCD,http://rs.tdwg.org/dwc/terms/Taxon,,simple
2017-09-23T06:53:00-05:00,DWC:taxonNameID,http://rs.tdwg.org/dwc/terms/,2009-04-24,2009-07-06,True,http://rs.tdwg.org/dwc/terms/TaxonID,,,Taxon Name ID,A unique identifier for the scientificName.,,,owl:ObjectProperty,not in ABCD,http://rs.tdwg.org/dwc/terms/Taxon,,
2020-07-26T09:45:41-05:00,DWC:taxonomicStatus,http://rs.tdwg.org/dwc/terms/,2009-04-24,2017-10-06,,,,,Taxonomic Status,"The status of the use of the scientificName as a label for a taxon. Requires taxonomic opinion to define the scope of a taxon. Rules of priority then are used to define the taxonomic status of the nomenclature contained in that scope, combined with the experts opinion. It must be linked to a specific taxonomic reference that defines the concept.",Recommended best practice is to use a controlled vocabulary.,"`invalid`, `misapplied`, `homotypic synonym`, `accepted`",owl:ObjectProperty,not in ABCD,http://rs.tdwg.org/dwc/terms/Taxon,,simple
2020-07-26T09:45:41-05:00,DWC:taxonRank,http://rs.tdwg.org/dwc/terms/,2009-04-24,2017-10-06,,http://rs.tdwg.org/dwc/terms/scientificNameRank,,,Taxon Rank,The taxonomic rank of the most specific name in the scientificName.,Recommended best practice is to use a controlled vocabulary.,"`subspecies`, `varietas`, `forma`, `species`, `genus`",owl:ObjectProperty,DataSets/DataSet/Units/Unit/Identifications/Identification/TaxonIdentified/ScientificName/NameAtomised/Botanical/Rank,http://rs.tdwg.org/dwc/terms/Taxon,,simple
2020-07-26T09:45:41-05:00,DWC:taxonRemarks,http://rs.tdwg.org/dwc/terms/,2009-04-24,2017-10-06,,,,,Taxon Remarks,Comments or notes about the taxon or name.,,`this name is a misspelling in common use`,owl:ObjectProperty,not in ABCD,http://rs.tdwg.org/dwc/terms/Taxon,,simple
2020-07-26T09:45:41-05:00,DWC:typeStatus,http://rs.tdwg.org/dwc/terms/,2009-04-24,2017-10-06,,http://rs.tdwg.org/dwc/curatorial/TypeStatus,,,Type Status,"A list (concatenated and separated) of nomenclatural types (type status, typified scientific name, publication) applied to the subject.",Recommended best practice is to separate the values in a list with space vertical bar space (` | `).,"`holotype of Ctenomys sociabilis. Pearson O. P., and M. I. Christie. 1985. Historia Natural, 5(37):388`, `holotype of Pinus abies | holotype of Picea abies`",owl:ObjectProperty,DataSets/DataSet/Units/Unit/SpecimenUnit/NomenclaturalTypeDesignations/NomenclaturalTypeText,http://rs.tdwg.org/dwc/terms/Identification,http://rs.tdwg.org/dwc/terms/history/decisions/#Decision-2014-10-30_16,simple
2020-07-26T09:45:41-05:00,DWC:verbatimCoordinates,http://rs.tdwg.org/dwc/terms/,2009-04-24,2017-10-06,,http://rs.tdwg.org/dwc/geospatial/VerbatimCoordinates,,,Verbatim Coordinates,"The verbatim original spatial coordinates of the Location. The coordinate ellipsoid, geodeticDatum, or full Spatial Reference System (SRS) for these coordinates should be stored in verbatimSRS and the coordinate system should be stored in verbatimCoordinateSystem.",,"`41 05 54S 121 05 34W`, `17T 630000 4833400`",owl:ObjectProperty,{DataSets/DataSet/Units/Unit/Gathering/SiteCoordinateSets/SiteCoordinates/CoordinatesLatLon/CoordinatesText or DataSets/DataSet/Units/Unit/Gathering/SiteCoordinateSets/SiteCoordinates/CoordinatesUTM/UTMText},http://purl.org/dc/terms/Location,,simple
2020-08-20T11:03:29-05:00,DWC:verbatimCoordinateSystem,http://rs.tdwg.org/dwc/terms/,2009-04-24,2020-08-20,,http://rs.tdwg.org/dwc/geospatial/VerbatimCoordinateSystem,,,Verbatim Coordinate System,The coordinate format for the verbatimLatitude and verbatimLongitude or the verbatimCoordinates of the Location.,Recommended best practice is to use a controlled vocabulary.,"`decimal degrees`, `degrees decimal minutes`, `degrees minutes seconds`, `UTM`",owl:ObjectProperty,(partly) DataSets/DataSet/Units/Unit/Gathering/SiteCoordinateSets/SiteCoordinates/CoordinatesGrid/GridCellSystem,http://purl.org/dc/terms/Location,,simple
2020-07-26T09:45:41-05:00,DWC:verbatimDepth,http://rs.tdwg.org/dwc/terms/,2009-04-24,2017-10-06,,http://rs.tdwg.org/dwc/curatorial/VerbatimDepth,,,Verbatim Depth,The original description of the depth below the local surface.,,`100-200 m`,owl:ObjectProperty,DataSets/DataSet/Units/Unit/Gathering/Depth/MeasurementOrFactText,http://purl.org/dc/terms/Location,,simple
2020-07-26T09:45:41-05:00,DWC:verbatimElevation,http://rs.tdwg.org/dwc/terms/,2009-04-24,2017-10-06,,http://rs.tdwg.org/dwc/curatorial/VerbatimElevation,,,Verbatim Elevation,"The original description of the elevation (altitude, usually above sea level) of the Location.",,`100-200 m`,owl:ObjectProperty,DataSets/DataSet/Units/Unit/Gathering/Altitude/MeasurementOrFactText,http://purl.org/dc/terms/Location,,simple
2020-07-26T09:45:41-05:00,DWC:verbatimEventDate,http://rs.tdwg.org/dwc/terms/,2009-04-24,2017-10-06,,http://rs.tdwg.org/dwc/curatorial/VerbatimCollectingDate,,,Verbatim EventDate,The verbatim original representation of the date and time information for an Event.,,"`spring 1910`, `Marzo 2002`, `1999-03-XX`, `17IV1934`",owl:ObjectProperty,DataSets/DataSet/Units/Unit/Gathering/DateTime/DateText,http://rs.tdwg.org/dwc/terms/Event,,simple
2020-07-26T09:45:41-05:00,DWC:verbatimLatitude,http://rs.tdwg.org/dwc/terms/,2009-04-24,2017-10-06,,http://rs.tdwg.org/dwc/geospatial/VerbatimLatitude,,,Verbatim Latitude,"The verbatim original latitude of the Location. The coordinate ellipsoid, geodeticDatum, or full Spatial Reference System (SRS) for these coordinates should be stored in verbatimSRS and the coordinate system should be stored in verbatimCoordinateSystem.",,`41 05 54.03S`,owl:ObjectProperty,DataSets/DataSet/Units/Unit/Gathering/SiteCoordinateSets/SiteCoordinates/CoordinatesLatLon/VerbatimLatitude,http://purl.org/dc/terms/Location,,simple
2021-07-27T08:04:18-05:00,DWC:verbatimLocality,http://rs.tdwg.org/dwc/terms/,2009-04-24,2021-07-15,,,,,Verbatim Locality,The original textual description of the place.,,`25 km NNE Bariloche por R. Nac. 237`,owl:ObjectProperty,DataSets/DataSet/Units/Unit/Gathering/LocalityText,http://purl.org/dc/terms/Location,,simple
2020-07-26T09:45:41-05:00,DWC:verbatimLongitude,http://rs.tdwg.org/dwc/terms/,2009-04-24,2017-10-06,,http://rs.tdwg.org/dwc/geospatial/VerbatimLongitude,,,Verbatim Longitude,"The verbatim original longitude of the Location. The coordinate ellipsoid, geodeticDatum, or full Spatial Reference System (SRS) for these coordinates should be stored in verbatimSRS and the coordinate system should be stored in verbatimCoordinateSystem.",,"`121d 10' 34"" W`",owl:ObjectProperty,DataSets/DataSet/Units/Unit/Gathering/SiteCoordinateSets/SiteCoordinates/CoordinatesLatLon/VerbatimLongitude,http://purl.org/dc/terms/Location,,simple
2017-09-23T06:53:00-05:00,DWC:verbatimScientificNameRank,http://rs.tdwg.org/dwc/terms/,2009-07-06,2009-09-21,True,,,,Verbatim Scientific Name Rank,The taxonomic rank of the most specific name in the scientificName as it appears in the original record.,"Examples: ""Agamospecies"", ""sub-lesus"", ""prole"", ""apomict"", ""nothogrex"".",,owl:ObjectProperty,not in ABCD,http://rs.tdwg.org/dwc/terms/Taxon,,
2020-07-26T09:45:41-05:00,DWC:verbatimSRS,http://rs.tdwg.org/dwc/terms/,2009-07-06,2017-10-06,,,,,Verbatim SRS,"The ellipsoid, geodetic datum, or spatial reference system (SRS) upon which coordinates given in verbatimLatitude and verbatimLongitude, or verbatimCoordinates are based.","Recommended best practice is to use the EPSG code of the SRS, if known. Otherwise use a controlled vocabulary for the name or code of the geodetic datum, if known. Otherwise use a controlled vocabulary for the name or code of the ellipsoid, if known. If none of these is known, use the value `unknown`.","`unknown`, `EPSG:4326`, `WGS84`, `NAD27`, `Campo Inchauspe`, `European 1950`, `Clarke 1866`",owl:ObjectProperty,not in ABCD,http://purl.org/dc/terms/Location,,simple
2020-07-26T09:45:41-05:00,DWC:verbatimTaxonRank,http://rs.tdwg.org/dwc/terms/,2009-09-21,2017-10-06,,http://rs.tdwg.org/dwc/terms/verbatimScientificNameRank,,,Verbatim Taxon Rank,The taxonomic rank of the most specific name in the scientificName as it appears in the original record.,,"`Agamospecies`, `sub-lesus`, `prole`, `apomict`, `nothogrex`, `sp.`, `subsp.`, `var.`",owl:ObjectProperty,not in ABCD,http://rs.tdwg.org/dwc/terms/Taxon,,simple
2020-07-26T09:45:41-05:00,DWC:vernacularName,http://rs.tdwg.org/dwc/terms/,2009-07-06,2017-10-06,,,,,Vernacular Name,A common or vernacular name.,,"`Andean Condor`, `Condor Andino`, `American Eagle`, `Gänsegeier`",owl:ObjectProperty,not in ABCD,http://rs.tdwg.org/dwc/terms/Taxon,,simple
2020-07-26T09:45:41-05:00,DWC:waterBody,http://rs.tdwg.org/dwc/terms/,2009-04-24,2017-10-06,,http://rs.tdwg.org/dwc/dwcore/WaterBody,,,Water Body,The name of the water body in which the Location occurs.,Recommended best practice is to use a controlled vocabulary such as the Getty Thesaurus of Geographic Names.,"`Indian Ocean`, `Baltic Sea`, `Hudson River`, `Lago Nahuel Huapi`",owl:ObjectProperty,DataSets/DataSet/Units/Unit/Gathering/NamedAreas/NamedArea/AreaName with NamedAreas/NamedArea/AreaClass= Water body,http://purl.org/dc/terms/Location,,simple
2020-07-26T09:45:41-05:00,DWC:year,http://rs.tdwg.org/dwc/terms/,2009-04-24,2017-10-06,,http://digir.net/schema/conceptual/darwin/2003/1.0/YearCollected,,,Year,"The four-digit year in which the Event occurred, according to the Common Era Calendar.",,"`1160`, `2008`",owl:ObjectProperty,accessible from DataSets/DataSet/Units/Unit/Gathering/ISODateTimeBegin,http://rs.tdwg.org/dwc/terms/Event,,simple
2021-03-29T14:59:30-05:00,DWC:pathway,http://rs.tdwg.org/dwc/terms/,2020-10-13,2021-03-29,,,,,Pathway,The process by which an Organism came to be in a given place at a given time.,"Recommended best practice is to use controlled value strings from the controlled vocabulary designated for use with this term, listed at http://rs.tdwg.org/dwc/doc/pw/. For details, refer to https://doi.org/10.3897/biss.3.38084","`releasedForUse`, `otherEscape`, `transportContaminant`, `transportStowaway`, `corridor`, `unaided`",owl:ObjectProperty,,http://rs.tdwg.org/dwc/terms/Occurrence,,simple
2021-03-29T14:59:30-05:00,DWC:degreeOfEstablishment,http://rs.tdwg.org/dwc/terms/,2020-10-13,2021-03-29,,,,,Degree of Establishment,"The degree to which an Organism survives, reproduces, and expands its range at the given place and time.","Recommended best practice is to use controlled value strings from the controlled vocabulary designated for use with this term, listed at http://rs.tdwg.org/dwc/doc/doe/. For details, refer to https://doi.org/10.3897/biss.3.38084","`native`, `captive`, `cultivated`, `released`, `failing`, `casual`, `reproducing`, `established`, `colonising`, `invasive`, `widespreadInvasive`",owl:ObjectProperty,,http://rs.tdwg.org/dwc/terms/Occurrence,,simple
2021-07-27T08:04:18-05:00,DWC:recordedByID,http://rs.tdwg.org/dwc/terms/,2021-07-15,2021-07-15,,,,,Recorded By ID,"A list (concatenated and separated) of the globally unique identifier for the person, people, groups, or organizations responsible for recording the original Occurrence.","Recommended best practice is to provide a single identifier that disambiguates the details of the identifying agent. If a list is used, it is recommended to separate the values in the list with space vertical bar space ( | ). The order of the identifiers on any list for this term can not be guaranteed to convey any semantics.",`https://orcid.org/0000-0002-1825-0097` (for an individual); `https://orcid.org/0000-0002-1825-0097 | https://orcid.org/0000-0002-1825-0098` (for a list of people).,owl:ObjectProperty,not in ABCD,http://rs.tdwg.org/dwc/terms/Occurrence,,simple
2021-07-27T08:04:18-05:00,DWC:verticalDatum,http://rs.tdwg.org/dwc/terms/,2021-07-15,2021-07-15,,,,,Vertical Datum,The vertical datum used as the reference upon which the values in the elevation terms are based.,Recommended best practice is to use a controlled vocabulary.,"`EGM84`, `EGM96`, `EGM2008`, `PGM2000A`, `PGM2004`, `PGM2006`, `PGM2007`, `epsg:7030`, `unknown`",owl:ObjectProperty,not in ABCD,http://purl.org/dc/terms/Location,,simple
